company,title,location,url,job_id,timestamp,source
Accenture,India Market Unit -CFO&EV-Consultant,"India
                      
                        
                          
                        
                      
                      New Delhi",https://www.accenture.com/in-en/careers/jobdetails?id=R00210495_en&title=India%20Market%20Unit%20-CFO%26EV-Consultant,,2025-02-25 15:55:13,Accenture
Accenture,India Market Unit-RES- CAL Renewables,"India
                      
                        
                          
                        
                      
                      New Delhi",https://www.accenture.com/in-en/careers/jobdetails?id=R00196903_en&title=India%20Market%20Unit-RES-%20CAL%20Renewables,,2025-02-25 15:55:13,Accenture
Accenture,India Market Unit - Tech PMO-Sr.Manager,"India
                      
                        
                          
                        
                      
                      New Delhi",https://www.accenture.com/in-en/careers/jobdetails?id=R00205685_en&title=India%20Market%20Unit%20-%20Tech%20PMO-Sr.Manager,,2025-02-25 15:55:13,Accenture
Accenture,India Market Unit - SDP - Consultant,"India
                      
                        
                          
                        
                      
                      Bengaluru",https://www.accenture.com/in-en/careers/jobdetails?id=R00223925_en&title=India%20Market%20Unit%20-%20SDP%20-%20Consultant,,2025-02-25 15:55:13,Accenture
Accenture,India Market Unit - SDP - Analyst,"India
                      
                        
                          
                        
                      
                      New Delhi",https://www.accenture.com/in-en/careers/jobdetails?id=R00212485_en&title=India%20Market%20Unit%20-%20SDP%20-%20Analyst,,2025-02-25 15:55:13,Accenture
Accenture,India Market Unit - Sales Capture-Associate Director,"India
                      
                        
                          
                        
                      
                      New Delhi",https://www.accenture.com/in-en/careers/jobdetails?id=R00200565_en&title=India%20Market%20Unit%20-%20Sales%20Capture-Associate%20Director,,2025-02-25 15:55:13,Accenture
Accenture,India Market Unit - IX - LS - Sr. Manager,"India
                      
                        
                          
                        
                      
                      Bengaluru",https://www.accenture.com/in-en/careers/jobdetails?id=R00199629_en&title=India%20Market%20Unit%20-%20IX%20-%20LS%20-%20Sr.%20Manager,,2025-02-25 15:55:13,Accenture
Accenture,India Market Unit - CFO& EV-Manager,"India
                      
                        
                          
                        
                      
                      New Delhi",https://www.accenture.com/in-en/careers/jobdetails?id=R00206922_en&title=India%20Market%20Unit%20-%20CFO%26%20EV-Manager,,2025-02-25 15:55:13,Accenture
Accenture,India Market Unit -CFO&EV-Consultant,"India
                      
                        
                          
                        
                      
                      Mumbai",https://www.accenture.com/in-en/careers/jobdetails?id=R00210488_en&title=India%20Market%20Unit%20-CFO%26EV-Consultant,,2025-02-25 15:55:13,Accenture
Accenture,Workplace Service Delivery - India Café Operations,"India
                      
                        
                          
                        
                      
                      Bengaluru",https://www.accenture.com/in-en/careers/jobdetails?id=R00244160_en&title=Workplace%20Service%20Delivery%20-%20India%20Caf%C3%A9%20Operations,,2025-02-25 15:55:13,Accenture
Accenture,India Market Unit - Tech PMO-Sr.Manager,"India
                      
                        
                          
                        
                      
                      New Delhi",https://www.accenture.com/in-en/careers/jobdetails?id=R00205688_en&title=India%20Market%20Unit%20-%20Tech%20PMO-Sr.Manager,,2025-02-25 15:55:13,Accenture
Accenture,India Market Unit -CFO&EV-Consultant,"India
                      
                        
                          
                        
                      
                      New Delhi",https://www.accenture.com/in-en/careers/jobdetails?id=R00210498_en&title=India%20Market%20Unit%20-CFO%26EV-Consultant,,2025-02-25 15:55:13,Accenture
Accenture,"""India Market Unit       Manager- Management Consulting – Energy ""","India
                      
                        
                          
                        
                      
                      New Delhi",https://www.accenture.com/in-en/careers/jobdetails?id=R00203612_en&title=%22India%20Market%20Unit%20%20%20%20%20%20%20Manager-%20Management%20Consulting%20%E2%80%93%20Energy%20%22,,2025-02-25 15:55:13,Accenture
Accenture,India Market Unit - Industry X - IMT - Sr. Manager,"India
                      
                        
                          
                        
                      
                      Bengaluru",https://www.accenture.com/in-en/careers/jobdetails?id=R00243342_en&title=India%20Market%20Unit%20-%20Industry%20X%20-%20IMT%20-%20Sr.%20Manager,,2025-02-25 15:55:13,Accenture
Accenture,India Market Unit - Tech Consulting - SAP PP - 09,"India
                      
                        
                          
                        
                      
                      Mumbai",https://www.accenture.com/in-en/careers/jobdetails?id=R91865_en&title=India%20Market%20Unit%20-%20Tech%20Consulting%20-%20SAP%20PP%20-%2009,,2025-02-25 15:55:13,Accenture
Accenture,India Market Unit- Downstream- Retail Marketing- Energy-06,"India
                      
                        
                          
                        
                      
                      New Delhi",https://www.accenture.com/in-en/careers/jobdetails?id=R00203623_en&title=India%20Market%20Unit-%20Downstream-%20Retail%20Marketing-%20Energy-06,,2025-02-25 15:55:13,Accenture
