company,title,location,url,job_id,timestamp,source
Capgemini,Job Search,,https://www.capgemini.com/in-en/jobs/158888-en_GB+sap_btp/,,2025-02-25 18:15:31,Capgemini
Capgemini,Job nameData Engineer | 6 to 9 Years | Bangalore,,https://www.capgemini.com/in-en/jobs/158888-en_GB+sap_btp/,,2025-02-25 18:15:31,Capgemini
