company,title,location,url,job_id,timestamp,source
Capgemini,Job Search,,https://www.capgemini.com/jobs/158888-en_GB+sap_btp/,,2025-02-25 18:13:33,Capgemini
Capgemini,Job nameData Engineer | 6 to 9 Years | Bangalore,,https://www.capgemini.com/jobs/158888-en_GB+sap_btp/,,2025-02-25 18:13:33,Capgemini
