company,title,location,url,job_id,timestamp,source
Capgemini,Data Engineer | 6 to 9 Years | Bangalore,,https://www.facebook.com/sharer/sharer.php?u=https://www.capgemini.com/jobs/uFIJPZUBXA67AZ86gg1q/data-engineer--6-to-9-years--bangalore/,,2025-02-25 18:12:56,Capgemini
Capgemini,Apply now,,https://careers.capgemini.com/job/Bangalore-Data-Engineer-6-to-9-Years-Bangalore/1175325601/?feedId=388633&utm_source=CareerSite&tcsource=apply,,2025-02-25 18:12:56,Capgemini
